idPlayer,kmeans_cluster,archetype,hierarchical_cluster,kda_ratio,headshot_rate,win_rate,entry_aggression,support_score,objective_score
1668,1,Support/Utility Player,0,1.2192307692307693,0.39930555555555547,0.5714285714285714,0.09814323607427056,0.034722222222222224,0.058355437665782495
1670,2,Balanced Aggressor,1,1.2658569500674763,0.30098536876679605,0.4689655172413793,0.14498610760293001,0.01292881788925384,0.0717352866885577
1671,0,Passive/Low Impact,3,0.9188311688311689,0.3405172413793104,0.42857142857142855,0.07329842931937174,0.034482758620689655,0.08376963350785342
1673,1,Support/Utility Player,2,1.1360759493670884,0.3221476510067114,0.5294117647058824,0.0774818401937046,0.010067114093959731,0.08716707021791768
1674,2,Balanced Aggressor,0,1.1558704453441295,0.36852589641434264,0.5217391304347826,0.16420361247947454,0.01593625498007968,0.05090311986863711
1677,0,Passive/Low Impact,2,0.9827513672696677,0.18073438245112064,0.4576271186440678,0.11988011988011987,0.004291845493562233,0.05727605727605727
1679,0,Passive/Low Impact,2,0.6428571428571429,0.2746478873239437,0.21428571428571427,0.056962025316455694,0.007042253521126761,0.050632911392405056
1681,0,Passive/Low Impact,2,1.091917591125198,0.26235093696763206,0.5483870967741935,0.06347305389221558,0.025553662691652473,0.06467065868263475
1682,3,Dominant Fragger,0,1.3132996132103538,0.5048395313295976,0.4678362573099415,0.13137727173199037,0.02292409577177789,0.041164878476023646
1684,1,Support/Utility Player,3,1.2393975426080064,0.352256446991404,0.4717741935483871,0.0988224772693397,0.056948424068767906,0.045461320614100464
1685,1,Support/Utility Player,3,0.8882978723404255,0.3673469387755102,0.6,0.06463878326996197,0.054421768707483,0.030418250950570342
1686,0,Passive/Low Impact,2,0.6327944572748269,0.2102803738317757,0.23529411764705882,0.10043668122270742,0.018691588785046728,0.030567685589519653
1688,3,Dominant Fragger,0,1.332142857142857,0.4629349470499243,0.55,0.12788398154251812,0.0226928895612708,0.04021094264996704
1689,0,Passive/Low Impact,2,0.844988344988345,0.28264462809917357,0.375,0.08729388942774007,0.006611570247933885,0.021338506304558684
1691,2,Balanced Aggressor,1,1.255090765588003,0.36863079988613723,0.5210843373493976,0.12177079776943213,0.023199544548818674,0.07090019346762262
1695,0,Passive/Low Impact,2,0.9612403100775194,0.3716814159292035,0.4,0.07798165137614678,0.026548672566371678,0.027522935779816512
1697,3,Dominant Fragger,0,1.5965811965811965,0.4988151658767772,0.6774193548387096,0.13203214695752008,0.020142180094786726,0.08725602755453502
1698,3,Dominant Fragger,0,1.2275862068965517,0.42134831460674155,0.6,0.13592233009708737,0.02247191011235955,0.038834951456310676
1699,0,Passive/Low Impact,2,1.023529411764706,0.2956419316843345,0.3888888888888889,0.09243027888446216,0.01884570082449941,0.05418326693227092
1700,3,Dominant Fragger,0,1.7412935323383083,0.45307443365695793,0.7,0.15100671140939598,0.006472491909385114,0.1174496644295302
1702,1,Support/Utility Player,1,1.2555496828752641,0.21470160116448328,0.35555555555555557,0.12547608971646212,0.016496846191169336,0.09035124841303428
1703,0,Passive/Low Impact,2,0.9503042596348885,0.2899628252788104,0.4421052631578947,0.06900584795321638,0.018587360594795536,0.06783625730994151
1704,1,Support/Utility Player,3,1.377245508982036,0.3804878048780488,0.3,0.06302521008403361,0.01951219512195122,0.13025210084033614
1706,2,Balanced Aggressor,1,1.1138292561158263,0.4844064386317908,0.5841584158415841,0.08292313517606967,0.025653923541247486,0.050359712230215826
1707,1,Support/Utility Player,0,1.2107107107107107,0.5113478462251042,0.5596330275229358,0.10260993922059349,0.03427512737378416,0.08723632463353592
1708,2,Balanced Aggressor,0,1.024173027989822,0.5208333333333334,0.5151515151515151,0.12486772486772486,0.019345238095238096,0.02433862433862434
1709,2,Balanced Aggressor,1,0.9823677581863981,0.4555722891566265,0.46835443037974683,0.07567049808429119,0.024096385542168672,0.06561302681992337
1710,1,Support/Utility Player,3,1.5763052208835344,0.3958333333333333,0.5185185185185185,0.13566433566433567,0.04444444444444444,0.14125874125874127
1711,0,Passive/Low Impact,2,0.8837920489296637,0.3783783783783784,0.23529411764705882,0.04491725768321513,0.02702702702702703,0.06619385342789598
1712,2,Balanced Aggressor,1,1.1630901287553648,0.38396624472573837,0.5,0.07714285714285714,0.025316455696202528,0.02571428571428571
1714,2,Balanced Aggressor,1,1.0322033898305085,0.3211538461538461,0.41935483870967744,0.10225763612217796,0.021153846153846155,0.03851261620185923
1717,2,Balanced Aggressor,1,1.1292186777623672,0.35960264900662253,0.4146341463414634,0.15320433161725547,0.032609401376444615,0.027871471684715075
